Set,No,Pool,Sub-Pool,#s,Count,Name,Reprint,Sub-Pool: Resource,Sub-Pool: Cost,Sub-Pool: Card Type,Duplicate Calc,Summary,
Core,160,Obligation,She-Hulk,-,1,Legal Work,,Obligation: She-Hulk2,Obligation: She-Hulk-,Obligation: She-HulkObligation,Core,CoreObligation,Core1
Core,161,Nemesis,She-Hulk,1,1,Personal Challenge,,Nemesis: She-Hulk3,Nemesis: She-Hulk3+1P,Nemesis: She-HulkSide-Scheme (S),Core,CoreNemesis,Core1
Core,162,Nemesis,She-Hulk,2,1,Titania,,Nemesis: She-Hulk2,Nemesis: She-Hulk-,Nemesis: She-HulkMinion (S),Core,CoreNemesis,Core1
Core,163,Nemesis,She-Hulk,3,1,Genetically Enhanced,,Nemesis: She-Hulk1,Nemesis: She-Hulk-,Nemesis: She-HulkAttachment,Core,CoreNemesis,Core1
Core,164,Nemesis,She-Hulk,4-5,2,Titania's Fury,,Nemesis: She-Hulk1☆,Nemesis: She-Hulk-,Nemesis: She-HulkTreachery,Core,CoreNemesis,Core2
Core,165,Obligation,Spider-Man,-,1,Eviction Notice,,Obligation: Spider-Man2,Obligation: Spider-Man-,Obligation: Spider-ManObligation,Core,CoreObligation,Core1
Core,166,Nemesis,Spider-Man,1,1,Highway Robbery,,Nemesis: Spider-Man3,Nemesis: Spider-Man3P,Nemesis: Spider-ManSide-Scheme (S),Core,CoreNemesis,Core1
Core,167,Nemesis,Spider-Man,2,1,Vulture,,Nemesis: Spider-Man2,Nemesis: Spider-Man-,Nemesis: Spider-ManMinion (S),Core,CoreNemesis,Core1
Core,168,Nemesis,Spider-Man,3-4,2,Sweeping Swoop,,Nemesis: Spider-Man☆,Nemesis: Spider-Man-,Nemesis: Spider-ManTreachery,Core,CoreNemesis,Core2
Core,169,Nemesis,Spider-Man,5,1,The Vulture's Plan,,Nemesis: Spider-Man2,Nemesis: Spider-Man-,Nemesis: Spider-ManTreachery,Core,CoreNemesis,Core1
Core,170,Obligation,Iron Man,-,1,Business Problems,,Obligation: Iron Man2,Obligation: Iron Man-,Obligation: Iron ManObligation,Core,CoreObligation,Core1
Core,171,Nemesis,Iron Man,1,1,Imminent Overload,,Nemesis: Iron Man3,Nemesis: Iron Man3+1P,Nemesis: Iron ManSide-Scheme (S),Core,CoreNemesis,Core1
Core,172,Nemesis,Iron Man,2,1,Whiplash,,Nemesis: Iron Man2,Nemesis: Iron Man-,Nemesis: Iron ManMinion (S),Core,CoreNemesis,Core1
Core,173,Nemesis,Iron Man,3-4,2,Electric Whip Attack,,Nemesis: Iron Man☆,Nemesis: Iron Man-,Nemesis: Iron ManTreachery,Core,CoreNemesis,Core2
Core,174,Nemesis,Iron Man,5,1,Electromagnetic Backlash,,Nemesis: Iron Man2,Nemesis: Iron Man-,Nemesis: Iron ManTreachery,Core,CoreNemesis,Core1
Core,175,Obligation,Captain Marvel,-,1,Family Emergency,,Obligation: Captain Marvel2,Obligation: Captain Marvel-,Obligation: Captain MarvelObligation,Core,CoreObligation,Core1
Core,176,Nemesis,Captain Marvel,1,1,The Psyche-Magnitron,,Nemesis: Captain Marvel3,Nemesis: Captain Marvel3+1P,Nemesis: Captain MarvelSide-Scheme (S),Core,CoreNemesis,Core1
Core,177,Nemesis,Captain Marvel,2,1,Yon-Rogg,,Nemesis: Captain Marvel2,Nemesis: Captain Marvel-,Nemesis: Captain MarvelMinion (S),Core,CoreNemesis,Core1
Core,178,Nemesis,Captain Marvel,3,1,Kree Manipulator,,Nemesis: Captain Marvel☆,Nemesis: Captain Marvel-,Nemesis: Captain MarvelTreachery,Core,CoreNemesis,Core1
Core,179,Nemesis,Captain Marvel,4-5,2,Yon-Rogg's Treason,,Nemesis: Captain Marvel1,Nemesis: Captain Marvel-,Nemesis: Captain MarvelTreachery,Core,CoreNemesis,Core2
Core,180,Module,Legions of Hydra,1-2,2,Legions of Hydra,,Module: Legions of Hydra3,Module: Legions of Hydra3,Module: Legions of HydraSide-Scheme,Core,CoreModule,Core2
Core,181,Module,Legions of Hydra,3,1,Madame Hydra,,Module: Legions of Hydra2,Module: Legions of Hydra-,Module: Legions of HydraMinion,Core,CoreModule,Core1
Core,182,Module,Legions of Hydra,4-6,3,Hydra Soldier,,Module: Legions of Hydra1,Module: Legions of Hydra-,Module: Legions of HydraMinion,Core,CoreModule,Core3
Core,183,Module,The Doomsday Chair,1-2,2,The Doomsday Chair,,Module: The Doomsday Chair3,Module: The Doomsday Chair8,Module: The Doomsday ChairSide-Scheme,Core,CoreModule,Core2
Core,184,Module,The Doomsday Chair,3,1,M.O.D.O.K.,,Module: The Doomsday Chair2,Module: The Doomsday Chair-,Module: The Doomsday ChairMinion,Core,CoreModule,Core1
Core,185,Module,The Doomsday Chair,4-6,3,Biomechanical Upgrades,,Module: The Doomsday Chair1,Module: The Doomsday Chair-,Module: The Doomsday ChairAttachment,Core,CoreModule,Core3
Core,186,Module,Standard,1-2,2,Advance,,Module: Standard0,Module: Standard-,Module: StandardTreachery,Core,CoreModule,Core2
Core,187,Module,Standard,3-4,2,Assault,,Module: Standard0,Module: Standard-,Module: StandardTreachery,Core,CoreModule,Core2
Core,188,Module,Standard,5,1,Caught off Guard,,Module: Standard1,Module: Standard-,Module: StandardTreachery,Core,CoreModule,Core1
Core,189,Module,Standard,6,1,Gang-Up,,Module: Standard1,Module: Standard-,Module: StandardTreachery,Core,CoreModule,Core1
Core,190,Module,Standard,7,1,Shadow of the Past,,Module: Standard2,Module: Standard-,Module: StandardTreachery,Core,CoreModule,Core1
Core,191,Module,Expert,1,1,Exhaustion,,Module: Expert2,Module: Expert-,Module: ExpertTreachery,Core,CoreModule,Core1
Core,192,Module,Expert,2,1,Masterplan,,Module: Expert2,Module: Expert-,Module: ExpertTreachery,Core,CoreModule,Core1
Core,193,Module,Expert,3,1,Under Fire,,Module: Expert3,Module: Expert-,Module: ExpertTreachery,Core,CoreModule,Core1
GG,1A,Scenario,Risky Business,1,1,Norman Osborne I,,Scenario: Risky Business-,Scenario: Risky Business-,Scenario: Risky Business  Villain,GG,GGScenario,GG1
GG,1B,Scenario,Risky Business,-,-,Green Goblin (RB) I,,Scenario: Risky Business-,Scenario: Risky Business-,Scenario: Risky Business  Villain,GG,GGScenario,GG-
GG,2A,Scenario,Risky Business,2,1,Norman Osborne II,,Scenario: Risky Business-,Scenario: Risky Business-,Scenario: Risky Business  Villain,GG,GGScenario,GG1
GG,2B,Scenario,Risky Business,-,-,Green Goblin (RB) II,,Scenario: Risky Business-,Scenario: Risky Business-,Scenario: Risky Business  Villain,GG,GGScenario,GG-
GG,3A,Scenario,Risky Business,3,1,Norman Osborne III,,Scenario: Risky Business-,Scenario: Risky Business-,Scenario: Risky Business  Villain,GG,GGScenario,GG1
GG,3B,Scenario,Risky Business,-,-,Green Goblin (RB) III,,Scenario: Risky Business-,Scenario: Risky Business-,Scenario: Risky Business  Villain,GG,GGScenario,GG-
GG,4,Scenario,Risky Business,4,1,Hostile Takeover (1),,Scenario: Risky Business-,Scenario: Risky Business2P,Scenario: Risky Business Main Scheme,GG,GGScenario,GG1
GG,5,Scenario,Risky Business,5,1,Corporate Acquisition (2),,Scenario: Risky Business-,Scenario: Risky Business1P,Scenario: Risky Business Main Scheme,GG,GGScenario,GG1
GG,6A,Scenario,Risky Business,6,1,Criminal Enterprise,,Scenario: Risky Business-,Scenario: Risky Business-,Scenario: Risky BusinessEnvironment (S),GG,GGScenario,GG1
GG,6B,Scenario,Risky Business,-,-,State of Madness,,Scenario: Risky Business-,Scenario: Risky Business-,Scenario: Risky BusinessEnvironment (S),GG,GGScenario,GG-
GG,7,Scenario,Risky Business,7-9,3,Hired Gun,,Scenario: Risky Business2☆,Scenario: Risky Business-,Scenario: Risky BusinessMinion,GG,GGScenario,GG3
GG,8,Scenario,Risky Business,10-12,3,Private Security Specialist,,Scenario: Risky Business1☆,Scenario: Risky Business-,Scenario: Risky BusinessMinion,GG,GGScenario,GG3
GG,9,Scenario,Risky Business,13-14,2,Collapsing Bridge,,Scenario: Risky Business☆,Scenario: Risky Business2P,Scenario: Risky BusinessSide-Scheme,GG,GGScenario,GG2
GG,10,Scenario,Risky Business,15-16,2,Oscorp Manufacturing,,Scenario: Risky Business3,Scenario: Risky Business2P,Scenario: Risky BusinessSide-Scheme,GG,GGScenario,GG2
GG,11,Scenario,Risky Business,17-18,2,Payoff,,Scenario: Risky Business1☆,Scenario: Risky Business2P,Scenario: Risky BusinessSide-Scheme,GG,GGScenario,GG2
GG,12,Scenario,Risky Business,19-22,4,All in a Day's Work,,Scenario: Risky Business☆,Scenario: Risky Business-,Scenario: Risky BusinessTreachery,GG,GGScenario,GG4
GG,13,Scenario,Risky Business,23-24,2,Mad Genius,,Scenario: Risky Business1,Scenario: Risky Business-,Scenario: Risky BusinessTreachery,GG,GGScenario,GG2
GG,14,Scenario,Mutagen Formula,1,1,Green Goblin (MF) I,,Scenario: Mutagen Formula-,Scenario: Mutagen Formula-,Scenario: Mutagen Formula  Villain,GG,GGScenario,GG1
GG,15,Scenario,Mutagen Formula,2,1,Green Goblin (MF) II,,Scenario: Mutagen Formula-,Scenario: Mutagen Formula-,Scenario: Mutagen Formula  Villain,GG,GGScenario,GG1
GG,16,Scenario,Mutagen Formula,3,1,Green Goblin (MF) III,,Scenario: Mutagen Formula-,Scenario: Mutagen Formula-,Scenario: Mutagen Formula  Villain,GG,GGScenario,GG1
GG,17,Scenario,Mutagen Formula,4,1,Unleashing the Mutagen (1),,Scenario: Mutagen Formula-,Scenario: Mutagen Formula2P,Scenario: Mutagen Formula Main Scheme,GG,GGScenario,GG1
GG,18,Scenario,Mutagen Formula,5,1,Mutagen Cloud (2),,Scenario: Mutagen Formula-,Scenario: Mutagen Formula4P,Scenario: Mutagen Formula Main Scheme,GG,GGScenario,GG1
GG,19,Scenario,Mutagen Formula,6,1,Goblin Glider,,Scenario: Mutagen Formula3,Scenario: Mutagen Formula-,Scenario: Mutagen FormulaAttachment,GG,GGScenario,GG1
GG,20,Scenario,Mutagen Formula,7,1,Hysteria,,Scenario: Mutagen Formula1,Scenario: Mutagen Formula-,Scenario: Mutagen FormulaAttachment,GG,GGScenario,GG1
GG,21,Scenario,Mutagen Formula,8,1,Pumpkin Bombs,,Scenario: Mutagen Formula2,Scenario: Mutagen Formula-,Scenario: Mutagen FormulaAttachment,GG,GGScenario,GG1
GG,22,Scenario,Mutagen Formula,9,1,Goblin Knight,,Scenario: Mutagen Formula2☆,Scenario: Mutagen Formula-,Scenario: Mutagen FormulaMinion,GG,GGScenario,GG1
GG,23,Scenario,Mutagen Formula,10-13,4,Goblin Soldier,,Scenario: Mutagen Formula☆,Scenario: Mutagen Formula-,Scenario: Mutagen FormulaMinion,GG,GGScenario,GG4
GG,24,Scenario,Mutagen Formula,14-19,6,Goblin Thrall,,Scenario: Mutagen Formula☆,Scenario: Mutagen Formula-,Scenario: Mutagen FormulaMinion,GG,GGScenario,GG6
GG,25,Scenario,Mutagen Formula,20,1,Monster,,Scenario: Mutagen Formula2☆,Scenario: Mutagen Formula-,Scenario: Mutagen FormulaMinion,GG,GGScenario,GG1
GG,26,Scenario,Mutagen Formula,21-22,2,Goblin Reinforcements,,Scenario: Mutagen Formula2,Scenario: Mutagen Formula2,Scenario: Mutagen FormulaSide-Scheme,GG,GGScenario,GG2
GG,27,Scenario,Mutagen Formula,23,1,Goblin Nation,,Scenario: Mutagen Formula☆,Scenario: Mutagen Formula2P,Scenario: Mutagen FormulaSide-Scheme,GG,GGScenario,GG1
GG,28,Scenario,Mutagen Formula,24-25,2,Overrun,,Scenario: Mutagen Formula1,Scenario: Mutagen Formula1P,Scenario: Mutagen FormulaSide-Scheme,GG,GGScenario,GG2
GG,29,Scenario,Mutagen Formula,26-27,2,Death from Above,,Scenario: Mutagen Formula1,Scenario: Mutagen Formula-,Scenario: Mutagen FormulaTreachery,GG,GGScenario,GG2
GG,30,Scenario,Mutagen Formula,28,1,I See You,,Scenario: Mutagen Formula1☆,Scenario: Mutagen Formula-,Scenario: Mutagen FormulaTreachery,GG,GGScenario,GG1
GG,31,Scenario,Mutagen Formula,29,1,Overconfidence,,Scenario: Mutagen Formula1,Scenario: Mutagen Formula-,Scenario: Mutagen FormulaTreachery,GG,GGScenario,GG1
GG,32,Scenario,Mutagen Formula,30-31,2,Wicked Ambitions,,Scenario: Mutagen Formula1,Scenario: Mutagen Formula-,Scenario: Mutagen FormulaTreachery,GG,GGScenario,GG2
GG,33,Module,Goblin Gimmicks,1-2,2,Goblin Glider,,Module: Goblin Gimmicks3,Module: Goblin Gimmicks-,Module: Goblin GimmicksAttachment,GG,GGModule,GG2
GG,34,Module,Goblin Gimmicks,3-4,2,Pumpkin Bombs,,Module: Goblin Gimmicks2,Module: Goblin Gimmicks-,Module: Goblin GimmicksAttachment,GG,GGModule,GG2
GG,35,Module,Goblin Gimmicks,5-6,2,Intimidation (V),,Module: Goblin Gimmicks1☆,Module: Goblin Gimmicks-,Module: Goblin GimmicksTreachery,GG,GGModule,GG2
GG,36,Module,Goblin Gimmicks,7-8,2,Regenerative Healing,,Module: Goblin Gimmicks☆,Module: Goblin Gimmicks-,Module: Goblin GimmicksTreachery,GG,GGModule,GG2
GG,37,Module,A Mess of Things,1,1,A Mess of Things,,Module: A Mess of Things2,Module: A Mess of Things2,Module: A Mess of ThingsSide-Scheme,GG,GGModule,GG1
GG,38,Module,A Mess of Things,2,1,Scorpion,,Module: A Mess of Things2,Module: A Mess of Things-,Module: A Mess of ThingsMinion,GG,GGModule,GG1
GG,39,Module,A Mess of Things,3,1,Gang-Up,.Sc,Module: A Mess of Things1,Module: A Mess of Things-,Module: A Mess of ThingsTreachery,GG.Sc,GGModule,GG1
GG,40,Module,A Mess of Things,4-5,2,Tail Sweep,,Module: A Mess of Things☆,Module: A Mess of Things-,Module: A Mess of ThingsTreachery,GG,GGModule,GG2
GG,41,Module,Power Drain,1,1,Power Drain,,Module: Power Drain3,Module: Power Drain2P,Module: Power DrainSide-Scheme,GG,GGModule,GG1
GG,42,Module,Power Drain,2,1,Electro,,Module: Power Drain2☆,Module: Power Drain-,Module: Power DrainMinion,GG,GGModule,GG1
GG,43,Module,Power Drain,3,1,Electromagnetic Pulse,,Module: Power Drain2☆,Module: Power Drain-,Module: Power DrainTreachery,GG,GGModule,GG1
GG,44,Module,Power Drain,4,1,Lightning Bolt,,Module: Power Drain1☆,Module: Power Drain-,Module: Power DrainTreachery,GG,GGModule,GG1
GG,45,Module,Power Drain,5,1,Shock Therapy,,Module: Power Drain1☆,Module: Power Drain-,Module: Power DrainTreachery,GG,GGModule,GG1
GG,46,Module,Running Interferance,1,1,Running Interferance,,Module: Running Interferance1,Module: Running Interferance1P,Module: Running InterferanceSide-Scheme,GG,GGModule,GG1
GG,47,Module,Running Interferance,2,1,Tombstone,,Module: Running Interferance2,Module: Running Interferance-,Module: Running InterferanceMinion,GG,GGModule,GG1
GG,48,Module,Running Interferance,3,1,All Tied Up,,Module: Running Interferance0,Module: Running Interferance-,Module: Running InterferanceAttachment,GG,GGModule,GG1
GG,49,Module,Running Interferance,4-5,2,Media Coverage,,Module: Running Interferance1,Module: Running Interferance-,Module: Running InterferanceAttachment,GG,GGModule,GG2
A:CA,1A,Hero,Captain America,-,1,Captain America,,Hero: Captain America-,Hero: Captain America-,Hero: Captain America Hero,A:CA,A:CAHero,A:CA1
A:CA,1B,Hero,Captain America,-,-,Steve Rogers,,Hero: Captain America-,Hero: Captain America-,Hero: Captain America Alter-Ego,A:CA,A:CAHero,A:CA-
A:CA,2,Hero,Captain America,1,1,Agent 13 / Sharon Carter (H),,Hero: Captain AmericaMental,Hero: Captain America3,Hero: Captain AmericaAlly,A:CA,A:CAHero,A:CA1
A:CA,3,Hero,Captain America,2-3,2,Fearless Determination,,Hero: Captain AmericaMental,Hero: Captain America0,Hero: Captain AmericaEvent,A:CA,A:CAHero,A:CA2
A:CA,4,Hero,Captain America,4-6,3,Heroic Strike,,Hero: Captain AmericaPhysical,Hero: Captain America3,Hero: Captain AmericaEvent,A:CA,A:CAHero,A:CA3
A:CA,5,Hero,Captain America,7-8,2,Shield Block,,Hero: Captain AmericaMental,Hero: Captain America0,Hero: Captain AmericaEvent,A:CA,A:CAHero,A:CA2
A:CA,6,Hero,Captain America,9-10,2,Shield Toss,,Hero: Captain AmericaEnergy,Hero: Captain America0,Hero: Captain AmericaEvent,A:CA,A:CAHero,A:CA2
A:CA,7,Hero,Captain America,11,1,Steve's Apartment,,Hero: Captain AmericaEnergy,Hero: Captain America1,Hero: Captain AmericaSupport,A:CA,A:CAHero,A:CA1
A:CA,8,Hero,Captain America,12,1,Captain America's Helmet,,Hero: Captain AmericaPhysical,Hero: Captain America1,Hero: Captain AmericaUpgrade,A:CA,A:CAHero,A:CA1
A:CA,9,Hero,Captain America,13,1,Captain America's Shield,,Hero: Captain AmericaWild,Hero: Captain America1,Hero: Captain AmericaUpgrade,A:CA,A:CAHero,A:CA1
A:CA,10,Hero,Captain America,14-15,2,Super-Soldier Serum,,Hero: Captain AmericaPhysical,Hero: Captain America2,Hero: Captain AmericaUpgrade,A:CA,A:CAHero,A:CA2
A:CA,11,Aspect,Leadership,-,1,Falcon / Sam Wilson,,Aspect: LeadershipPhysical,Aspect: Leadership4,Aspect: LeadershipAlly,A:CA,A:CAAspect: Leadership,A:CA1
A:CA,12,Aspect,Leadership,-,1,Hawkeye / Clint Barton,.C,Aspect: LeadershipEnergy,Aspect: Leadership3,Aspect: LeadershipAlly,A:CA.C,A:CAAspect: Leadership,A:CA1
A:CA,13,Aspect,Leadership,-,1,Squirrel Girl / Doreen Green,,Aspect: LeadershipMental,Aspect: Leadership2,Aspect: LeadershipAlly,A:CA,A:CAAspect: Leadership,A:CA1
A:CA,14,Aspect,Leadership,-,1,Wonder Man / Simon Williams,,Aspect: LeadershipPhysical,Aspect: Leadership2,Aspect: LeadershipAlly,A:CA,A:CAAspect: Leadership,A:CA1
A:CA,15,Aspect,Leadership,-,3,Avengers Assemble!,,Aspect: LeadershipEnergy,Aspect: Leadership4,Aspect: LeadershipEvent,A:CA,A:CAAspect: Leadership,A:CA3
A:CA,16,Aspect,Leadership,-,2,Make the Call,.C,Aspect: LeadershipMental,Aspect: Leadership0,Aspect: LeadershipEvent,A:CA.C,A:CAAspect: Leadership,A:CA2
A:CA,17,Aspect,Leadership,-,3,Strength in Numbers,,Aspect: LeadershipPhysical,Aspect: Leadership0,Aspect: LeadershipEvent,A:CA,A:CAAspect: Leadership,A:CA3
A:CA,18,Aspect,Leadership,-,2,The Power of Leadership,.R,Aspect: LeadershipWild,Aspect: Leadership-,Aspect: LeadershipResource,A:CA.R,A:CAAspect: Leadership,A:CA2
A:CA,19,Aspect,Leadership,-,3,Quinjet,,Aspect: LeadershipEnergy,Aspect: Leadership1,Aspect: LeadershipSupport,A:CA,A:CAAspect: Leadership,A:CA3
A:CA,20,Basic,,-,1,Mockingbird / Bobbi Morse,.C,Basic: Physical,Basic: 3,Basic: Ally,A:CA.C,A:CABasic,A:CA1
A:CA,21,Basic,,-,1,Energy,.R,Basic: Energy,Basic: -,Basic: Resource,A:CA.R,A:CABasic,A:CA1
A:CA,22,Basic,,-,1,Genius,.R,Basic: Mental,Basic: -,Basic: Resource,A:CA.R,A:CABasic,A:CA1
A:CA,23,Basic,,-,1,Strength,.R,Basic: Physical,Basic: -,Basic: Resource,A:CA.R,A:CABasic,A:CA1
A:CA,24,Basic,,-,1,Avengers Tower,,Basic: Mental,Basic: 2,Basic: Support,A:CA,A:CABasic,A:CA1
A:CA,25,Basic,,-,3,Honorary Avenger,,Basic: Physical,Basic: 0,Basic: Upgrade,A:CA,A:CABasic,A:CA3
A:CA,26,Obligation,Captain America,-,1,Man out of Time,,Obligation: Captain America2,Obligation: Captain America-,Obligation: Captain AmericaObligation,A:CA,A:CAObligation,A:CA1
A:CA,27,Nemesis,Captain America,1,1,Hit Squad,,Nemesis: Captain America3,Nemesis: Captain America3P,Nemesis: Captain AmericaSide-Scheme (S),A:CA,A:CANemesis,A:CA1
A:CA,28,Nemesis,Captain America,2,1,Baron Zemo,,Nemesis: Captain America2,Nemesis: Captain America-,Nemesis: Captain AmericaMinion (S),A:CA,A:CANemesis,A:CA1
A:CA,29,Nemesis,Captain America,3-4,2,Hydra Soldier,.Sc,Nemesis: Captain America1,Nemesis: Captain America-,Nemesis: Captain AmericaMinion,A:CA.Sc,A:CANemesis,A:CA2
A:CA,30,Nemesis,Captain America,5,1,Hail Hydra!,,Nemesis: Captain America2,Nemesis: Captain America-,Nemesis: Captain AmericaTreachery,A:CA,A:CANemesis,A:CA1
A:CA,31,Aspect,Aggression,-,3,Enraged,,Aspect: AggressionPhysical,Aspect: Aggression1,Aspect: AggressionUpgrade,A:CA,A:CAAspect: Aggression,A:CA3
A:CA,32,Aspect,Justice,-,3,Followed,,Aspect: JusticeEnergy,Aspect: Justice1,Aspect: JusticeUpgrade,A:CA,A:CAAspect: Justice,A:CA3
A:CA,33,Aspect,Protection,-,3,Expert Defense,,Aspect: ProtectionMental,Aspect: Protection0,Aspect: ProtectionEvent,A:CA,A:CAAspect: Protection,A:CA3
A:CA,34,Basic,,-,3,Enhanced Awareness,,Basic: Mental,Basic: 2,Basic: Upgrade,A:CA,A:CABasic,A:CA3
C:MM,1A,Hero,Ms Marvel,-,1,Ms Marvel,,Hero: Ms Marvel-,Hero: Ms Marvel-,Hero: Ms Marvel Hero,C:MM,C:MMHero,C:MM1
C:MM,1B,Hero,Ms Marvel,-,-,Kamala Khan,,Hero: Ms Marvel-,Hero: Ms Marvel-,Hero: Ms Marvel Alter-Ego,C:MM,C:MMHero,C:MM-
C:MM,2,Hero,Ms Marvel,1,1,Red Dagger / Kareem,,Hero: Ms MarvelEnergy,Hero: Ms Marvel3,Hero: Ms MarvelAlly,C:MM,C:MMHero,C:MM1
C:MM,3,Hero,Ms Marvel,2-4,3,Big Hands,,Hero: Ms MarvelPhysical,Hero: Ms Marvel2,Hero: Ms MarvelEvent,C:MM,C:MMHero,C:MM3
C:MM,4,Hero,Ms Marvel,5-7,3,Sneak By,,Hero: Ms MarvelMental,Hero: Ms Marvel2,Hero: Ms MarvelEvent,C:MM,C:MMHero,C:MM3
C:MM,5,Hero,Ms Marvel,8-9,2,Wiggle Room,,Hero: Ms MarvelEnergy,Hero: Ms Marvel0,Hero: Ms MarvelEvent,C:MM,C:MMHero,C:MM2
C:MM,6,Hero,Ms Marvel,10,1,Aamir Khan,,Hero: Ms MarvelMental,Hero: Ms Marvel1,Hero: Ms MarvelSupport,C:MM,C:MMHero,C:MM1
C:MM,7,Hero,Ms Marvel,11,1,Bruno Carrelli,,Hero: Ms MarvelPhysical,Hero: Ms Marvel1,Hero: Ms MarvelSupport,C:MM,C:MMHero,C:MM1
C:MM,8,Hero,Ms Marvel,12,1,Nakia Bahadir,,Hero: Ms MarvelEnergy,Hero: Ms Marvel1,Hero: Ms MarvelSupport,C:MM,C:MMHero,C:MM1
C:MM,9,Hero,Ms Marvel,13,1,Bio-kinetic Polymer Suit,,Hero: Ms MarvelMental,Hero: Ms Marvel1,Hero: Ms MarvelUpgrade,C:MM,C:MMHero,C:MM1
C:MM,10,Hero,Ms Marvel,14,1,Embiggen!,,Hero: Ms MarvelEnergy,Hero: Ms Marvel2,Hero: Ms MarvelUpgrade,C:MM,C:MMHero,C:MM1
C:MM,11,Hero,Ms Marvel,15,1,Shrink,,Hero: Ms MarvelMental,Hero: Ms Marvel2,Hero: Ms MarvelUpgrade,C:MM,C:MMHero,C:MM1
C:MM,12,Aspect,Protection,-,1,Nova / Sam Alexander,,Aspect: ProtectionEnergy,Aspect: Protection4,Aspect: ProtectionAlly,C:MM,C:MMAspect: Protection,C:MM1
C:MM,13,Aspect,Protection,-,2,Get Behind Me!,.C,Aspect: ProtectionMental,Aspect: Protection1,Aspect: ProtectionEvent,C:MM.C,C:MMAspect: Protection,C:MM2
C:MM,14,Aspect,Protection,-,3,Preemptive Strike,,Aspect: ProtectionEnergy,Aspect: Protection1,Aspect: ProtectionEvent,C:MM,C:MMAspect: Protection,C:MM3
C:MM,15,Aspect,Protection,-,3,Tackle,,Aspect: ProtectionPhysical,Aspect: Protection3,Aspect: ProtectionEvent,C:MM,C:MMAspect: Protection,C:MM3
C:MM,16,Aspect,Protection,-,2,The Power of Protection,.R,Aspect: ProtectionWild,Aspect: Protection-,Aspect: ProtectionResource,C:MM.R,C:MMAspect: Protection,C:MM2
C:MM,17,Aspect,Protection,-,3,Energy Barrier,,Aspect: ProtectionEnergy,Aspect: Protection2,Aspect: ProtectionUpgrade,C:MM,C:MMAspect: Protection,C:MM3
C:MM,18,Basic,,-,1,Lockjaw,,Basic: Physical,Basic: 4,Basic: Ally,C:MM,C:MMBasic,C:MM1
C:MM,19,Basic,,-,1,Energy,.R,Basic: Energy,Basic: -,Basic: Resource,C:MM.R,C:MMBasic,C:MM1
C:MM,20,Basic,,-,1,Genius,.R,Basic: Mental,Basic: -,Basic: Resource,C:MM.R,C:MMBasic,C:MM1
C:MM,21,Basic,,-,1,Strength,.R,Basic: Physical,Basic: -,Basic: Resource,C:MM.R,C:MMBasic,C:MM1
C:MM,22,Basic,,-,1,Avengers Mansion,.C,Basic: Mental,Basic: 4,Basic: Support,C:MM.C,C:MMBasic,C:MM1
C:MM,23,Basic,,-,3,Endurance,,Basic: Energy,Basic: 1,Basic: Upgrade,C:MM,C:MMBasic,C:MM3
C:MM,24,Basic,,-,3,Enhanced Reflexes,,Basic: Energy,Basic: 2,Basic: Upgrade,C:MM,C:MMBasic,C:MM3
C:MM,25,Obligation,Ms Marvel,-,1,Home By Dawn,,Obligation: Ms Marvel2,Obligation: Ms Marvel-,Obligation: Ms MarvelObligation,C:MM,C:MMObligation,C:MM1
C:MM,26,Nemesis,Ms Marvel,1,1,Generation Why?,,Nemesis: Ms Marvel3,Nemesis: Ms Marvel2P,Nemesis: Ms MarvelSide-Scheme (S),C:MM,C:MMNemesis,C:MM1
C:MM,27,Nemesis,Ms Marvel,2,1,Thomas Edison,,Nemesis: Ms Marvel2,Nemesis: Ms Marvel-,Nemesis: Ms MarvelMinion (S),C:MM,C:MMNemesis,C:MM1
